ID | NOMBRE | PROMEDIO
5237 | René | 5.6
5238 | Inmaculada | 8.4
5239 | Domitila | 8.3
5240 | Jose Manuel | 1.1
5241 | Martina | 4.0
5242 | Juan José | 7.2
5243 | Azahar | 7.6
5244 | Mateo | 7.5
5245 | Bruno | 1.4
5246 | Reyes | 2.0
5247 | Yolanda | 3.0
5248 | Melisa | 5.9
5249 | Teo | 8.5
5250 | Kike | 2.8
5251 | Enrique | 1.6
5252 | Apolonia | 7.8
5253 | Florencio | 9.7
5254 | Urbano | 2.0
5255 | Gloria | 6.3
5256 | Chema | 8.6
5257 | Ignacio | 9.0
5258 | Edelmiro | 6.0
5259 | Tania | 1.6
5260 | Curro | 1.1
5261 | Lupe | 6.2
5262 | Edelmiro | 8.2
5263 | Emperatriz | 9.7
5264 | Miguel | 9.0
5265 | Hilario | 6.3
5266 | Irma | 8.5
5267 | Gil | 6.2
5268 | Visitación | 1.3
5269 | Augusto | 7.8
5270 | Mario | 5.2
5271 | Genoveva | 9.4
5272 | Eusebia | 3.9
5273 | Carmelo | 3.5
5274 | Ángeles | 1.9
5275 | Silvestre | 1.4
5276 | Teobaldo | 5.8
5277 | Jose Miguel | 6.7
5278 | Constanza | 6.2
5279 | Emperatriz | 9.9
5280 | Cayetana | 2.8
5281 | Celso | 1.4
5282 | Octavio | 5.1
5283 | Ana Sofía | 2.1
5284 | Américo | 6.4
5285 | Ángel | 2.8
5286 | Isidora | 6.4
5287 | Atilio | 7.6
5288 | Nydia | 9.4
5289 | Severiano | 3.1
5290 | Brígida | 3.9
5291 | Macarena | 9.1
5292 | Pascual | 1.9
5293 | Paloma | 7.2
5294 | Tristán | 1.7
5295 | Erasmo | 4.0
5296 | Eusebia | 7.6
5297 | Juan José | 3.2
5298 | Nilda | 1.7
5299 | Manuel | 3.6
5300 | Emilio | 1.9
5301 | Dimas | 2.7
5302 | Primitivo | 9.8
5303 | Elisa | 4.4
5304 | Moisés | 5.8
5305 | Amalia | 8.9
5306 | Nicolás | 6.4
5307 | Mamen | 4.9
5308 | Paula | 9.7
5309 | Lupe | 5.2
5310 | Gervasio | 6.6
5311 | Heraclio | 1.1
5312 | Tecla | 2.9
5313 | Felisa | 1.2
5314 | Águeda | 1.6
5315 | Iván | 3.6
5316 | Lino | 9.1
5317 | Jimena | 5.1
5318 | Azucena | 8.1
5319 | Adán | 1.3
5320 | Lázaro | 7.9
5321 | Merche | 5.5
5322 | Trini | 6.6
5323 | Chema | 4.1
5324 | Reyes | 7.8
5325 | Roque | 2.1
5326 | José María | 6.3
5327 | Adolfo | 5.2
5328 | Azeneth | 4.3
5329 | Santiago | 1.3
5330 | Renata | 5.0
5331 | Vito | 1.4
5332 | Máxima | 7.7
5333 | Agustín | 1.8
5334 | Carmina | 5.7
5335 | Virgilio | 3.6
5336 | Chema | 9.5
5337 | Irma | 7.7
5338 | Rosa | 7.2
5339 | Roxana | 8.3
5340 | Carmelita | 2.9
5341 | Arcelia | 4.5
5342 | Nélida | 6.6
5343 | Áurea | 9.5
5344 | María Belén | 4.7
5345 | Otilia | 10.0
5346 | Leocadio | 4.3
5347 | Rosalinda | 8.5
5348 | Vidal | 6.2
5349 | Araceli | 7.6
5350 | Febe | 7.1
5351 | Ariel | 4.0
5352 | Pablo | 7.0
5353 | Lara | 9.7
5354 | Leandro | 5.6
5355 | Sandalio | 9.9
5356 | Manu | 4.2
5357 | Hipólito | 7.8
5358 | Adriana | 1.0
5359 | José Ángel | 6.4
5360 | Fabricio | 2.6
5361 | Merche | 2.9
5362 | Leonel | 7.8
5363 | Kike | 9.9
5364 | Yago | 9.2
5365 | Rómulo | 8.3
5366 | Hipólito | 3.1
5367 | Pascuala | 2.2
5368 | Plinio | 5.3
5369 | Clemente | 7.2
5370 | Francisco | 8.5
5371 | Regina | 9.2
5372 | Ale | 4.4
5373 | Benita | 5.8
5374 | Edu | 3.0
5375 | Borja | 4.4
5376 | Elvira | 8.4
5377 | Angélica | 6.3
5378 | Poncio | 5.4
5379 | Bartolomé | 1.7
5380 | Melchor | 6.4
5381 | Josefa | 3.0
5382 | Abraham | 6.1
5383 | Quirino | 8.5
5384 | Feliciano | 2.1
5385 | Eligia | 1.0
5386 | Adora | 7.0
5387 | Virgilio | 6.4
5388 | Isabel | 3.5
5389 | Darío | 9.8
5390 | Alejo | 9.4
5391 | Tadeo | 7.7
5392 | Florencia | 3.7
5393 | Quique | 1.7
5394 | Nicodemo | 7.2
5395 | Eva María | 1.4
5396 | Ema | 7.2
5397 | Benigna | 6.8
5398 | Erasmo | 6.1
5399 | Mariano | 4.0
5400 | Cruz | 6.8
5401 | Manu | 4.5
5402 | Juanita | 8.0
5403 | Macaria | 2.5
5404 | Santos | 5.0
5405 | Fulgencio | 5.9
5406 | Rogelio | 8.5
5407 | Cleto | 4.8
5408 | Eva | 6.5
5409 | Arturo | 6.1
5410 | Crescencia | 1.4
5411 | Toni | 4.2
5412 | Celso | 3.1
5413 | Jaime | 8.7
5414 | Lucila | 4.5
5415 | Ramona | 3.6
5416 | Lucho | 8.0
5417 | Ramón | 8.9
5418 | Liliana | 4.6
5419 | José | 3.3
5420 | Agapito | 8.6
5421 | Aarón | 5.3
5422 | Vanesa | 9.3
5423 | Luisina | 3.4
5424 | Débora | 2.0
5425 | Guadalupe | 8.4
5426 | Clemente | 2.6
5427 | Felipa | 6.7
5428 | Ciriaco | 5.1
5429 | Maximino | 7.1
5430 | Ernesto | 9.0
5431 | Fausto | 3.2
5432 | Áurea | 8.1
5433 | Jose Antonio | 4.1
5434 | Josep | 8.8
5435 | Tatiana | 9.8
5436 | Andrea | 7.6
5437 | Lupe | 6.9
5438 | Renata | 7.0
5439 | Juana | 5.8
5440 | Juanita | 6.4
5441 | Benjamín | 3.2
5442 | Dominga | 3.0
5443 | Silvia | 3.6
5444 | Apolonia | 9.3
5445 | Irene | 9.6
5446 | Iris | 4.7
5447 | Omar | 8.2
5448 | Pío | 1.5
5449 | Emma | 4.6
5450 | Pablo | 1.2
5451 | Sandalio | 3.0
5452 | Joaquina | 5.2
5453 | Belén | 8.5
5454 | Chita | 8.6
5455 | Toño | 3.0
5456 | Encarnacion | 7.9
5457 | Calixta | 4.8
5458 | Ainoa | 9.5
5459 | Guadalupe | 8.5
5460 | Cornelio | 7.1
5461 | Yésica | 7.3
5462 | Américo | 8.8
5463 | Poncio | 3.9
5464 | Jafet | 4.0
5465 | Pascuala | 8.8
5466 | Vilma | 2.3
5467 | Ricarda | 1.8
5468 | Florentino | 7.6
5469 | Ale | 3.1
5470 | Basilio | 7.3
5471 | Rosario | 7.9
5472 | Pilar | 1.6
5473 | Sarita | 7.0
5474 | Manuela | 7.4
5475 | Custodia | 2.8
5476 | Samuel | 5.4
5477 | Lupe | 5.2
5478 | Miriam | 6.3
5479 | Olivia | 5.4
5480 | Casandra | 4.9
5481 | Crescencia | 1.8
5482 | Morena | 5.7
5483 | Griselda | 1.5
5484 | Berto | 2.2
5485 | Guadalupe | 6.4
5486 | Elodia | 4.9
5487 | África | 8.5
5488 | Galo | 6.7
5489 | Poncio | 2.7
5490 | Ibán | 9.1
5491 | Edu | 6.5
5492 | Javi | 3.6
5493 | Maristela | 7.9
5494 | Miguel | 5.3
5495 | Manuel | 5.9
5496 | María Cristina | 8.8
5497 | Rodrigo | 2.7
5498 | Amelia | 1.6
5499 | Zacarías | 1.0
5500 | Benigna | 6.0
5501 | Evita | 3.2
5502 | Isidoro | 1.4
5503 | Nidia | 7.3
5504 | Elías | 4.8
5505 | Virgilio | 9.4
5506 | Clotilde | 9.9
5507 | Héctor | 3.2
5508 | Lucía | 9.0
5509 | Eva | 8.3
5510 | Clímaco | 5.7
5511 | Maxi | 4.8
5512 | Plinio | 7.2
5513 | Joaquín | 5.6
5514 | Adelaida | 5.6
5515 | Trinidad | 1.8
5516 | Estrella | 9.8
5517 | Ainara | 7.0
5518 | Urbano | 1.4
5519 | Alfonso | 8.4
5520 | Patricio | 9.3
5521 | Martina | 4.6
5522 | Paulina | 6.7
5523 | Obdulia | 5.3
5524 | Belén | 5.8
5525 | Silvia | 4.5
5526 | Eduardo | 8.4
5527 | Rebeca | 3.6
5528 | Priscila | 6.5
5529 | Vicente | 7.7
5530 | María Carmen | 5.7
5531 | Araceli | 2.0
5532 | Juan José | 1.0
5533 | Gisela | 3.9
5534 | Benigna | 2.8
5535 | Prudencia | 4.4
5536 | Florencia | 6.8
5537 | Berta | 6.1
5538 | Cándido | 1.1
5539 | Édgar | 2.2
5540 | Joaquina | 5.6
5541 | Alma | 7.8
5542 | Hernán | 8.8
5543 | Samuel | 2.0
5544 | Nayara | 9.4
5545 | Ana Belén | 7.8
5546 | Sandalio | 7.9
5547 | Hortensia | 8.2
5548 | Maxi | 3.5
5549 | Juan Bautista | 3.5
5550 | Erasmo | 6.3
5551 | Isabela | 6.1
5552 | Ernesto | 4.6
5553 | Tadeo | 8.7
5554 | Marcial | 1.1
5555 | Carina | 2.2
5556 | Narcisa | 4.2
5557 | Tristán | 9.8
5558 | Candelaria | 8.7
5559 | Soraya | 8.8
5560 | Encarnación | 9.5
5561 | Tecla | 1.4
5562 | Chus | 3.4
5563 | Azahar | 2.3
5564 | Domingo | 1.8
5565 | Carolina | 6.3
5566 | Héctor | 1.2
5567 | Sergio | 2.5
5568 | Íngrid | 2.9
5569 | Manolo | 1.3
5570 | Luciano | 7.7
5571 | Alex | 6.9
5572 | Maricela | 6.2
5573 | Sabas | 5.4
5574 | Jose Manuel | 9.8
5575 | Nando | 6.9
5576 | Pascuala | 1.9
5577 | Lina | 7.4
5578 | Mercedes | 8.3
5579 | Amada | 8.8
5580 | Eva | 1.5
5581 | Agustín | 1.5
5582 | Pánfilo | 8.7
5583 | Cirino | 3.7
5584 | Basilio | 7.8
5585 | Lourdes | 1.9
5586 | Apolonia | 9.7
5587 | Marcela | 8.3
5588 | Francisca | 7.1
5589 | Lorenza | 9.9
5590 | Desiderio | 9.0
5591 | José | 8.0
5592 | Glauco | 4.6
5593 | Marcia | 7.7
5594 | Ricardo | 2.1
5595 | Nacho | 5.3
5596 | Belen | 7.3
5597 | Débora | 3.9
5598 | Luisina | 4.2
5599 | Otilia | 6.1
5600 | Maximiano | 7.6
5601 | Aroa | 9.8
5602 | Daniela | 9.2
5603 | Luz | 7.4
5604 | Maxi | 7.9
5605 | Morena | 2.9
5606 | Jessica | 5.1
5607 | Pablo | 5.6
5608 | Miguela | 6.5
5609 | Cintia | 7.2
5610 | Olegario | 2.9
5611 | Ángela | 2.6
5612 | Belén | 5.9
5613 | Samuel | 8.9
5614 | José María | 4.2
5615 | Roxana | 2.1
5616 | Rodolfo | 9.8
5617 | Aurora | 7.2
5618 | Blanca | 4.9
5619 | Marc | 9.2
5620 | María Cristina | 2.2
5621 | Narcisa | 5.3
5622 | Evelia | 5.8
5623 | Francisco Jose | 6.0
5624 | Cebrián | 1.1
5625 | Dulce | 3.0
5626 | Alejo | 6.8
5627 | Francisco | 3.1
5628 | Josefa | 4.3
5629 | Paco | 9.2
5630 | Luis | 9.0
5631 | Ainoa | 3.1
5632 | Carmelo | 1.1
5633 | Adalberto | 2.4
5634 | Primitivo | 1.5
5635 | Nazario | 5.3
5636 | Amílcar | 5.4
5637 | Imelda | 9.8
5638 | Marisela | 8.6
5639 | Daniel | 1.2
5640 | Encarna | 6.5
5641 | Asunción | 2.2
5642 | Cosme | 7.0
5643 | Rosa María | 3.3
5644 | Eva | 5.4
5645 | Marcelo | 6.7
5646 | Wilfredo | 4.7
5647 | María Del Carmen | 4.7
5648 | Juliana | 8.7
5649 | Eva | 9.4
5650 | Paz | 3.1
5651 | María Fernanda | 9.5
5652 | Lara | 3.9
5653 | Bárbara | 4.8
5654 | Celestina | 1.7
5655 | Domitila | 2.2
5656 | Natalia | 1.2
5657 | Trini | 9.7
5658 | Dorita | 5.0
5659 | Encarnación | 4.8
5660 | Vilma | 9.8
5661 | Ángel | 1.2
5662 | Juan Carlos | 5.7
5663 | Manu | 6.7
5664 | Xiomara | 7.2
5665 | Azahara | 5.1
5666 | Andrea | 7.5
5667 | Vinicio | 4.2
5668 | Ambrosio | 5.1
5669 | Ana Sofía | 8.2
5670 | Eusebia | 9.9
5671 | Duilio | 5.6
5672 | Ruperta | 8.5
5673 | Francisco Jose | 2.8
5674 | Vera | 7.2
5675 | Nilda | 6.8
5676 | Amelia | 8.6
5677 | Nélida | 4.2
5678 | Cipriano | 9.7
5679 | Bibiana | 3.9
5680 | Leire | 8.8
5681 | Marco | 5.0
5682 | Delfina | 7.1
5683 | Piedad | 6.2
5684 | Rosalinda | 5.2
5685 | Hilda | 4.5
5686 | Primitivo | 6.2
5687 | María Fernanda | 2.0
5688 | Aitor | 5.5
5689 | Jose Francisco | 8.7
5690 | Raúl | 9.9
5691 | Marcial | 8.5
5692 | Pedro | 7.4
5693 | Cruz | 5.1
5694 | Lope | 2.7
5695 | Toribio | 7.3
5696 | Celestina | 9.2
5697 | Josefina | 1.3
5698 | Natanael | 7.5
5699 | Dani | 8.8
5700 | Erasmo | 4.7
5701 | Sancho | 6.0
5702 | Ariel | 5.1
5703 | Carlos | 9.6
5704 | Teodosio | 6.4
5705 | Atilio | 7.0
5706 | Lázaro | 4.5
5707 | Curro | 7.0
5708 | Carla | 1.2
5709 | Gerónimo | 2.9
5710 | Martirio | 2.6
5711 | Casemiro | 7.5
5712 | América | 2.9
5713 | Dulce | 2.6
5714 | Zacarías | 7.2
5715 | Ricardo | 5.6
5716 | Mar | 3.0
5717 | Begoña | 5.1
5718 | Adelardo | 5.6
5719 | Danilo | 9.4
5720 | Trinidad | 9.6
5721 | Octavio | 3.9
5722 | Visitación | 4.2
5723 | Aristides | 1.1
5724 | Cristian | 1.7
5725 | Jenaro | 7.2
5726 | Faustino | 3.0
5727 | Lalo | 3.6
5728 | Gustavo | 6.3
5729 | Victoria | 2.1
5730 | Wilfredo | 6.0
5731 | Concepción | 7.9
5732 | Geraldo | 4.2
5733 | Chus | 4.5
5734 | Pedro | 8.7
5735 | Cecilia | 5.5
5736 | Aurora | 7.9
5737 | Marisa | 2.8
5738 | Edgardo | 9.3
5739 | Edmundo | 4.8
5740 | Mirta | 6.9
5741 | Faustino | 9.3
5742 | Gerardo | 9.5
5743 | Américo | 1.3
5744 | Edelmira | 6.5
5745 | Wilfredo | 4.0
5746 | Amaya | 6.7
5747 | Loreto | 1.1
5748 | Agustina | 4.5
5749 | Gema | 3.6
5750 | Florencio | 8.2
5751 | Roxana | 7.5
5752 | Marisela | 5.0
5753 | Feliciana | 1.6
5754 | Samuel | 7.2
5755 | Lucas | 2.5
5756 | Alejandro | 4.0
5757 | María Dolores | 5.1
5758 | Nadia | 3.4
5759 | Edelmiro | 8.2
5760 | Custodia | 9.5
5761 | Gonzalo | 1.5
5762 | Buenaventura | 9.0
5763 | Pía | 6.6
5764 | Luis | 8.4
5765 | Benigno | 3.1
5766 | Hipólito | 8.6
5767 | Anselmo | 8.9
5768 | Imelda | 2.7
5769 | Francisco Jose | 1.2
5770 | Luciano | 6.0
5771 | Verónica | 5.8
5772 | Mario | 3.7
5773 | Ani | 6.8
5774 | Vito | 10.0
5775 | Maribel | 4.9
5776 | David | 6.4
5777 | Saturnino | 7.9
5778 | Dorotea | 1.0
5779 | Joaquín | 3.6
5780 | Ariel | 8.3
5781 | Gilberto | 3.3
5782 | Visitación | 7.7
5783 | Óscar | 5.7
5784 | Mateo | 7.3
5785 | Lourdes | 6.5
5786 | Loreto | 1.7
5787 | Macarena | 7.0
5788 | Emma | 7.6
5789 | Raúl | 6.5
5790 | Pascual | 4.9
5791 | Inés | 8.1
5792 | Angélica | 2.3
5793 | Pascuala | 9.4
5794 | Trinidad | 2.0
5795 | Febe | 6.0
5796 | Maxi | 6.6
5797 | Dimas | 9.8
5798 | Dalila | 8.0
5799 | Flora | 7.6
5800 | Priscila | 3.0
5801 | Fortunata | 9.1
5802 | Chelo | 1.5
5803 | Jose Luis | 4.6
5804 | Marino | 5.2
5805 | Albert | 3.1
5806 | Paula | 1.1
5807 | Nazaret | 4.7
5808 | León | 6.6
5809 | Valero | 5.6
5810 | Candelas | 3.4
5811 | Maxi | 8.8
5812 | Valentín | 1.6
5813 | Jose Luis | 6.0
5814 | Guadalupe | 1.2
5815 | Bernardino | 8.8
5816 | Nuria | 5.1
5817 | Ciríaco | 7.2
5818 | Gregorio | 2.5
5819 | Teobaldo | 4.7
5820 | Nydia | 1.7
5821 | Lalo | 3.1
5822 | Jose Angel | 6.6
5823 | Carlos | 3.9
5824 | Ildefonso | 8.1
5825 | Morena | 5.9
5826 | Eduardo | 7.1
5827 | Soraya | 7.9
5828 | Milagros | 9.4
5829 | Cleto | 10.0
5830 | Agustina | 6.9
5831 | Rosalía | 4.6
5832 | Lidia | 3.2
5833 | Ariel | 2.8
5834 | Florentina | 3.4
5835 | Ana Sofía | 6.7
5836 | José | 8.3
5837 | Aarón | 8.8
5838 | Clementina | 4.6
5839 | Noelia | 8.9
5840 | Heraclio | 7.7
5841 | Tere | 5.4
5842 | Emiliana | 6.7
5843 | Cayetana | 5.3
5844 | Mireia | 5.2
5845 | Celso | 5.6
5846 | Maribel | 2.1
5847 | Esmeralda | 5.0
5848 | Amando | 8.2
5849 | Fabián | 5.1
5850 | Guadalupe | 5.3
5851 | Martín | 5.1
5852 | Concha | 4.4
5853 | Constanza | 3.5
5854 | Otilia | 3.6
5855 | Juliana | 1.5
5856 | Maricruz | 1.6
5857 | Azahar | 1.6
5858 | César | 6.9
5859 | Álvaro | 8.8
5860 | Nazario | 6.2
5861 | Teobaldo | 3.1
5862 | Pascuala | 1.9
5863 | Malena | 5.7
5864 | Rubén | 7.8
5865 | Bruno | 4.5
5866 | Raquel | 9.4
5867 | Joaquín | 4.7
5868 | Goyo | 7.1
5869 | Reynaldo | 8.6
5870 | Lucio | 5.1
5871 | Clarisa | 8.9
5872 | Pili | 6.9
5873 | Milagros | 4.6
5874 | Leocadio | 7.8
5875 | Lola | 6.8
5876 | Marino | 3.3
5877 | Aurelio | 1.2
5878 | Jesusa | 3.9
5879 | Rogelio | 3.6
5880 | Encarna | 2.0
5881 | Modesto | 6.7
5882 | Marta | 5.1
5883 | Mercedes | 6.7
5884 | Aníbal | 7.4
5885 | Alicia | 3.8
5886 | Teresita | 9.6
5887 | Ignacio | 2.7
5888 | Judith | 1.6
5889 | Olalla | 7.5
5890 | Palmira | 7.2
5891 | Matilde | 7.2
5892 | Marcela | 9.6
5893 | Isa | 9.7
5894 | Pía | 4.6
5895 | Pancho | 2.6
5896 | Aroa | 5.1
5897 | Consuela | 7.3
5898 | Joel | 5.7
5899 | Crescencia | 7.4
5900 | Pili | 8.9
5901 | Fernanda | 2.0
5902 | Porfirio | 6.6
5903 | Yago | 5.1
5904 | Ágata | 6.1
5905 | Patricio | 6.1
5906 | Otilia | 1.0
5907 | Casemiro | 8.3
5908 | Baudelio | 8.5
5909 | Flavia | 8.9
5910 | Ezequiel | 7.2
5911 | Nidia | 2.1
5912 | Andrés Felipe | 7.2
5913 | Victorino | 8.3
5914 | Vicente | 9.7
5915 | Isabela | 6.3
5916 | Emelina | 5.1
5917 | Leyre | 9.7
5918 | Imelda | 4.9
5919 | Sebastián | 5.0
5920 | Amelia | 5.4
5921 | Hernando | 9.0
5922 | Joan | 2.8
5923 | Elías | 2.2
5924 | Arturo | 7.0
5925 | Nerea | 1.7
5926 | Obdulia | 2.6
5927 | Fito | 6.7
5928 | Edgardo | 2.8
5929 | Amalia | 3.4
5930 | Carmela | 8.4
5931 | Flora | 4.6
5932 | Zoraida | 1.1
5933 | Cristina | 7.0
5934 | Aurelio | 7.3
5935 | Carina | 8.5
5936 | Elisabet | 1.5
5937 | Edgardo | 6.1
5938 | Olalla | 1.1
5939 | Adelina | 1.8
5940 | Severo | 7.1
5941 | Felisa | 3.7
5942 | Clara | 4.2
5943 | Soledad | 5.4
5944 | Cirino | 6.7
5945 | Seve | 7.1
5946 | Jordán | 1.1
5947 | Merche | 3.6
5948 | Encarnita | 7.4
5949 | Vinicio | 4.6
5950 | Áurea | 3.3
5951 | Cándido | 7.9
5952 | Merche | 4.2
5953 | Marino | 6.6
5954 | Heraclio | 1.1
5955 | Morena | 8.0
5956 | Paula | 8.2
5957 | Asdrubal | 8.8
5958 | Patricia | 3.4
5959 | Antonia | 2.1
5960 | Vicenta | 9.2
5961 | Anacleto | 3.0
5962 | Ruben | 5.2
5963 | Yolanda | 7.1
5964 | Roxana | 7.3
5965 | Sancho | 5.1
5966 | Vera | 9.6
5967 | Victor | 5.5
5968 | Brígida | 8.8
5969 | Clementina | 5.6
5970 | Plácido | 3.2
5971 | Melania | 6.2
5972 | Felicia | 7.7
5973 | Cecilio | 5.0
5974 | Celso | 5.0
5975 | Antonia | 1.1
5976 | Armando | 9.0
5977 | Vicente | 3.1
5978 | Soraya | 1.2
5979 | Fulgencio | 8.5
5980 | Amalia | 3.2
5981 | Dora | 2.4
5982 | Albino | 6.3
5983 | Toribio | 7.2
5984 | Luis | 4.4
5985 | Noé | 5.0
5986 | Heriberto | 4.8
5987 | Eduardo | 6.2
5988 | Ángeles | 3.1
5989 | Pancho | 1.7
5990 | Aarón | 1.6
5991 | Herminio | 7.6
5992 | Albino | 2.6
5993 | Custodio | 8.8
5994 | Sandalio | 6.2
5995 | Fabiola | 7.8
5996 | Pastor | 7.6
5997 | Vidal | 5.7
5998 | Débora | 2.1
5999 | Nazaret | 5.8
6000 | Edelmira | 4.8
6001 | Patricia | 2.0
6002 | Roberto | 8.4
6003 | Luisa | 3.8
6004 | Perlita | 7.5
6005 | María Luisa | 2.7
6006 | Che | 3.7
6007 | Bernardo | 6.4
6008 | Rosalía | 1.8
6009 | Nieves | 2.7
6010 | Remigio | 8.1
6011 | Abilio | 5.5
6012 | Saturnina | 8.9
6013 | Nicanor | 8.8
6014 | Jose Ignacio | 3.4
6015 | Teresita | 9.6
6016 | Irma | 6.2
6017 | Porfirio | 5.6
6018 | Prudencia | 6.5
6019 | Silvia | 8.9
6020 | Jose | 9.3
6021 | José Ángel | 7.5
6022 | Régulo | 8.8
6023 | Ester | 5.9
6024 | Adalberto | 1.2
6025 | Gloria | 9.9
6026 | Buenaventura | 6.0
6027 | Lidia | 5.2
6028 | Natalia | 9.7
6029 | Samu | 3.9
6030 | Georgina | 8.4
6031 | Eligia | 8.2
6032 | Bernardo | 8.4
6033 | Aurora | 3.4
6034 | Mariana | 1.4
6035 | Abilio | 5.7
6036 | Manu | 7.1
6037 | Delia | 10.0
6038 | Ángela | 5.3
6039 | Visitación | 3.5
6040 | Albina | 6.5
6041 | Rafa | 2.7
6042 | Rosaura | 6.0
6043 | Yago | 8.0
6044 | Guadalupe | 2.3
6045 | Gabino | 2.9
6046 | Anna | 1.8
6047 | Paula | 2.9
6048 | Lara | 1.7
6049 | Vanesa | 7.2
6050 | Ruperto | 6.9
6051 | Ana Sofía | 9.3
6052 | Vidal | 9.5
6053 | Rómulo | 5.2
6054 | Josué | 5.0
6055 | Marisol | 7.6
6056 | Anabel | 8.8
6057 | Nicanor | 4.3
6058 | Aurelia | 1.1
6059 | Miriam | 1.9
6060 | Loida | 4.0
6061 | Antonia | 4.9
6062 | Ambrosio | 1.5
6063 | Calixto | 2.7
6064 | Leonardo | 9.9
6065 | Cayetano | 2.7
6066 | Amalia | 9.5
6067 | Ricarda | 7.4
6068 | Bárbara | 2.2
6069 | Jordana | 2.4
6070 | Ani | 7.7
6071 | Amelia | 2.4
6072 | Flavio | 8.1
6073 | Florentino | 4.4
6074 | Patricia | 1.9
6075 | Juan Carlos | 8.5
6076 | Hortensia | 9.1
6077 | Manu | 7.7
6078 | Lucía | 6.1
6079 | Ramón | 9.7
6080 | Graciano | 9.1
6081 | Felicidad | 7.0
6082 | Eleuterio | 9.2
6083 | Pablo | 7.0
6084 | Lidia | 2.8
6085 | Leandra | 3.2
6086 | Leandra | 6.6
6087 | Bárbara | 5.6
6088 | Adán | 2.4
6089 | Olga | 5.1
6090 | Apolonia | 3.5
6091 | Ciríaco | 5.4
6092 | Alejandro | 3.3
6093 | Baudelio | 8.0
6094 | Anabel | 5.2
6095 | Nieves | 9.4
6096 | Ciro | 8.4
6097 | Modesto | 9.9
6098 | Amaya | 6.9
6099 | Guillermo | 3.7
6100 | Seve | 7.9
6101 | Eliseo | 8.1
6102 | Eloísa | 6.5
6103 | Hermenegildo | 5.1
6104 | Benita | 4.6
6105 | Aníbal | 3.4
6106 | María | 7.1
6107 | Carmelo | 9.6
6108 | Soraya | 2.3
6109 | Susanita | 5.4
6110 | Norberto | 2.2
6111 | Cristóbal | 7.2
6112 | Eliana | 9.4
6113 | Chema | 8.9
6114 | Rocío | 5.2
6115 | Aitana | 3.8
6116 | Viviana | 5.8
6117 | Isaías | 4.1
6118 | Artemio | 3.4
6119 | Santiago | 7.0
6120 | Ascensión | 1.1
6121 | Severo | 3.4
6122 | Felicidad | 9.0
6123 | Enrique | 4.0
6124 | Lara | 5.7
6125 | Marino | 1.9
6126 | Catalina | 4.0
6127 | Yago | 7.6
6128 | Carla | 2.9
6129 | Liliana | 8.4
6130 | Luís | 2.1
6131 | Asunción | 6.2
6132 | Belen | 1.8
6133 | Amílcar | 9.5
6134 | María Cristina | 7.0
6135 | Noé | 3.0
6136 | Salud | 2.1
6137 | Sandalio | 7.3
6138 | María | 7.8
6139 | Rogelio | 4.4
6140 | Pili | 7.2
6141 | Marciano | 3.8
6142 | Joaquín | 5.9
6143 | Angelino | 9.6
6144 | Mireia | 2.2
6145 | Jose Miguel | 7.4
6146 | Sara | 5.8
6147 | Susana | 3.5
6148 | Calixta | 1.7
6149 | Cintia | 5.9
6150 | Poncio | 6.6
6151 | Arturo | 1.7
6152 | Mirta | 7.1
6153 | Reyes | 5.7
6154 | Pepe | 4.2
6155 | Claudia | 2.0
6156 | Chus | 8.4
6157 | Antonio | 8.8
6158 | Jessica | 6.8
6159 | Soledad | 1.7
6160 | Samanta | 9.6
6161 | Adoración | 9.8
6162 | Albina | 2.7
6163 | Ricarda | 2.2
6164 | Herberto | 2.7
6165 | Malena | 9.3
6166 | Baudelio | 4.8
6167 | Perla | 4.8
6168 | Anastasio | 1.5
6169 | Rolando | 3.9
6170 | Marisa | 9.7
6171 | Hilario | 7.9
6172 | Ángela | 1.3
6173 | Dominga | 2.1
6174 | Salud | 6.2
6175 | Gema | 1.7
6176 | Marina | 6.7
6177 | Pedro | 3.8
6178 | María Dolores | 8.6
6179 | Lucía | 3.0
6180 | Perlita | 9.1
6181 | Ainoa | 6.7
6182 | Martina | 8.4
6183 | Rico | 9.1
6184 | Gregorio | 5.2
6185 | Judith | 2.1
6186 | Albert | 5.9
6187 | Silvestre | 2.9
6188 | Aurelio | 1.7
6189 | Eduardo | 2.9
6190 | Maximino | 5.5
6191 | Epifanio | 6.7
6192 | Reyes | 4.1
6193 | Leonardo | 2.8
6194 | María Manuela | 8.5
6195 | Claudia | 8.2
6196 | Armando | 9.6
6197 | Antonio | 4.2
6198 | Lidia | 4.4
6199 | Rodrigo | 3.7
6200 | Carla | 9.9
6201 | Jessica | 9.3
6202 | Roldán | 6.5
6203 | Rubén | 10.0
6204 | Ruperta | 4.8
6205 | Tamara | 4.7
6206 | Cándido | 8.7
6207 | Tamara | 4.0
6208 | Salomón | 2.4
6209 | Ariadna | 4.3
6210 | Tristán | 9.4
6211 | Juanita | 2.4
6212 | Hipólito | 7.8
6213 | Adelina | 6.3
6214 | Remedios | 8.1
6215 | Álvaro | 2.5
6216 | Flavia | 8.6
6217 | Felix | 2.3
6218 | Cristóbal | 8.0
6219 | Paula | 7.9
6220 | Eutropio | 2.4
6221 | Bibiana | 2.6
6222 | Antonio | 6.2
6223 | Rafaela | 5.8
